SRR32635203	SRR32635202	SRR32635201	SRR32635200	SRR32635199	SRR32635198
SS18L2	326.431977602219	274.018993412292	326.02611854061	294.149188655067	254.689362062189	227.246387632011
MPND	104.291366646076	100.742276989813	97.8078355621829	166.804113078788	134.552870523421	148.022876347457
MGST1	392.135538589247	544.008295744992	1489.53182908241	605.337507140763	490.156885478175	428.432409709893
CRY1	460.967840575658	456.362514763855	382.061857664777	276.213262517563	323.88798118852	269.985387140784
PGLYRP1	0	0	0	0	0	0
NFIX	457.839099576276	488.600043400595	146.711753343274	626.860618505768	701.597110586408	637.957748765096
ST3GAL1	346.247337264974	312.301058668421	312.781307474898	377.551245194461	383.475680991749	448.238287531032
MMP25	0	1.00742276989813	0	1.79359261375041	0	0
IL32	84.4760069833219	57.4230978841936	111.052646627895	151.55857586191	170.113272018896	125.089754659823
PKD1	27.1157553279799	26.1929920173515	22.4142956496669	29.5942781268818	32.677125698545	26.0603655541297
MAPK8IP2	12.5149639975292	29.2152603270459	23.4331272701063	24.2135002856305	24.9883902400638	31.2724386649557
MED24	126.192553641752	86.6383582112395	95.7701723213041	78.0212786981428	98.9924690279452	44.8238287531032
RHOBTB2	23.9870143285976	10.0742276989813	18.3389691679093	24.2135002856305	19.221838646203	18.7634631989734
HEATR5B	406.736329919698	385.842920870985	264.896221314245	389.209597183839	370.020393939407	411.75377575525
SEC62	28.1586689944406	31.2301058668421	38.7156015766974	35.8718522750082	18.2607467138928	25.0179509319646
RPS20	0	4.02969107959254	1.01883162043941	0	0.961091932310148	1.04241462216519
CSDE1	16220.4362544643	19094.6911806492	23498.3324938145	18117.0789914929	16628.8126128302	17579.2801881938
UBE3C	82.3901796504004	146.076301635229	217.011135153593	78.918075005018	109.564480283357	78.1810966623892
REV3L	254.470934616426	320.360440827607	392.250173869171	259.174132686934	267.183557182221	272.070216385115
TENM1	3.12874099938229	2.01484553979627	2.03766324087881	1.79359261375041	0	8.33931697732152
PAX7	61.5319063211851	39.2894880260272	11.2071478248335	24.2135002856305	42.2880450216465	26.0603655541297
MASP2	0	0	1.01883162043941	0.896796306875205	0	1.04241462216519
IYD	1.04291366646076	0	2.03766324087881	0.896796306875205	1.9221838646203	0
FAM76A	523.542660563304	453.34024645416	387.156015766974	347.060170760704	395.969876111781	320.021289004713
TRAF3IP3	0	0	0	0	0	0
POMT2	240.913056952437	213.573627218404	196.634502744805	259.174132686934	247.961718536018	265.815728652123
VTA1	654.94978253736	730.381508176147	1128.86543544686	489.650783553862	572.810791656848	472.213823840831
MLXIPL	3.12874099938229	14.1039187785739	2.03766324087881	11.6583519893777	1.9221838646203	17.7210485768082
BAZ1B	1204.56528476218	1071.89782717161	1029.0199366438	955.984863128969	987.041414482522	792.235112845544
RANBP9	523.542660563304	533.934068046011	466.624882161248	652.867711405149	640.087226918558	619.194285566123
ETV7	3.12874099938229	5.03711384949067	4.07532648175762	1.79359261375041	3.84436772924059	5.21207311082595
SPRTN	710.22420685978	631.65407672613	764.123715329554	340.782596612578	417.113898622604	369.014776246477
METTL13	154.351222636193	156.150529334211	230.255946219306	167.700909385663	179.724191341998	174.083241901587
DYRK4	39.630719325509	37.274642486231	14.2636426861517	28.6974818200066	25.949482172374	30.2300240427905
ZNF207	0	0	0	0	0	0
UQCRC1	3503.14700564171	3268.07946554955	3330.56056721642	3748.60856273836	3528.16848351055	3615.09390966888
STARD3NL	245.08471161828	219.618163837793	258.783231591609	139.003427565657	148.008157575763	106.326291460849
CD9	36.5019783261268	0	0	1.79359261375041	4100.01818323509	9029.39545719487
HHATL	0	0	0	0.896796306875205	0	0
NCAPD2	283.672517277328	351.590546694449	323.988455299731	273.522873596938	294.094131286905	283.536777228932
IFFO1	20.8582733292153	18.1336098581664	15.2824743065911	10.7615556825025	11.5331031877218	28.1451947984601
GIPR	8.34330933168611	15.111341548472	3.05649486131822	8.07116676187684	8.64982739079133	1.04241462216519
PHF7	9.38622299814688	2.01484553979627	5.09415810219703	7.17437045500164	4.80545966155074	4.16965848866076
SEMA3G	11.4720503310684	2.01484553979627	3.05649486131822	5.38077784125123	2.88327579693044	2.08482924433038
NISCH	301.402049607161	363.679619933226	194.596839503926	384.725615649463	365.214934277856	413.83860499958
STAB1	0	0	0	0	0	0
FUZ	258.64258928227	231.707237076571	268.971547796003	217.0247062638	173.957639748137	194.93153434489
SLC6A13	2.08582733292153	3.0222683096944	0	6.27757414812644	6.72764352617103	4.16965848866076
IDS	32.3303236602837	86.6383582112395	63.1675604672431	0	23.0662063754435	0
PRSS3	0	0	0	0	0	0
ZNF200	155.394136302654	167.23217980309	166.069554131623	156.042557396286	152.813617237313	156.362193324778
CD4	0	0	0	0	0	0
LRRC23	279.500862611485	233.722082616367	334.176771504125	198.19198381942	190.296202597409	228.288802254177
BTK	0	0	1.01883162043941	0	0	5.21207311082595
HFE	18.7724459962938	12.0890732387776	12.2259794452729	51.1173894918867	50.9378724124378	43.781414130938
SCMH1	372.320178926493	373.753847632208	171.16371223382	294.149188655067	294.094131286905	315.851630516053
FYN	286.80125827671	251.855692474533	247.576083766776	195.501594898795	239.311891145227	207.440509810873
HIVEP2	100.119711980233	89.6606265209339	24.4519588905457	161.423335237537	123.019767335699	159.489437191274
FMO1	0	0	1.01883162043941	0	0	0
ELOA	0	0	0	0	0	0
LYPLA2	1304.68499674242	1068.87555886192	1070.79203308182	1387.34388673594	1246.53623620626	1437.4897639658
CLCN6	59.4460789882636	42.3117563357216	31.5837802336216	43.943019036885	54.7822401416784	32.3148532871209
MRC2	640.348991206909	558.112214523566	340.289761226761	599.956729299512	604.526825423083	670.272602052217
NME1-NME2	0	0	0	0	0	0
SLC6A7	0	0	1.01883162043941	0	0	0
TSPAN9	381.70640192464	323.382709137301	334.176771504125	379.344837808212	362.331658480926	455.535189886188
BTBD7	64.6606473205674	88.6532037510358	79.4688663942736	73.5372971637668	80.7317223140524	70.8841943072329
APBA3	67.7893883199497	71.5270166627675	58.0734023650461	55.6013710262627	57.6655159386089	105.283876838684
MKS1	203.368164959849	244.803733085247	214.973471912715	272.626077290062	279.677752302253	314.809215893887
ABHD5	335.818200600366	332.449514066384	572.583370686946	246.618984390681	267.183557182221	266.858143274289
ANOS1	42.7594603248913	39.2894880260272	44.8285912993338	39.459037502509	52.8600562770581	47.9510726195987
AKAP8L	55.2744243224205	20.1484553979627	13.2448110657123	39.459037502509	42.2880450216465	22.9331216876342
MBTD1	50.0598559901167	41.3043335658235	24.4519588905457	56.4981673331379	58.626607870919	54.2055603525899
UTP18	667.464746534889	611.505621328167	815.065296351524	745.237731013295	554.550044942955	542.055603525899
RNF216	1265.05427741691	1252.22650298338	1052.45306391391	1228.61094041903	1280.17445383712	1261.32169281988
TTC19	282.629603610867	273.011570642394	428.92811220499	298.633170189443	256.611545926809	219.949485276855
PTBP1	2690.71725946877	3061.55779772043	3936.76538137786	1819.59970664979	2219.16127170413	1623.0395667112
DPF1	32.3303236602837	33.2449514066384	29.5461169927428	29.5942781268818	32.677125698545	33.3572679092861
SYT7	9.38622299814688	25.1855692474533	28.5272853723034	29.5942781268818	26.9105741046841	15.6362193324778
LARS2	761.326976516358	663.89160536287	741.709419679887	541.664969352624	518.98964344748	478.468311573822
PIK3C2A	872.91873882766	902.650801828728	720.31395565066	601.750321913262	705.441478315648	641.084992631592
PLAUR	541.272192893137	499.681693869474	487.001514570036	749.721712547671	818.850326328246	925.664184482689
ANLN	2523.85107283505	2524.60146136472	3218.48908896808	2259.92669332552	2412.34075009847	2070.23543962007
WIZ	0	0	0	0	0	0
RABGAP1	998.068378802951	960.073899712922	1024.94461016204	1362.23359014344	1230.19767335699	1203.98888860079
DCN	3.12874099938229	3.0222683096944	16.3013059270305	2.69038892062561	1.9221838646203	4.16965848866076
QPCTL	7.30039566522535	14.1039187785739	10.1883162043941	17.0391298306289	20.1829305785131	15.6362193324778
PPP5C	394.221365922169	469.45901077253	362.704056876428	503.999524463865	528.600562770581	636.915334142931
CEP68	455.753272243354	477.518392931715	228.218282978427	481.579616791985	480.545966155074	584.794603034672
MAP4K3	1050.21406212599	1026.5638025262	1420.25127889253	628.654211119519	752.534982998846	621.279114810453
ZBTB32	3.12874099938229	0	0	1.79359261375041	0	0
TYROBP	0	0	11.2071478248335	0	0	0
LDAF1	3.12874099938229	7.05195938928694	5.09415810219703	4.48398153437603	5.76655159386089	8.33931697732152
GABRA3	134.535862973439	80.5938215918507	39.7344331971368	126.448279269404	101.875744824876	92.7749013727019
BRCA1	0	0	0	0	0	0
ERCC1	677.893883199497	637.698613345519	756.991893986478	495.031561395113	530.522746635202	522.24972570476
CD22	16.6866186633722	12.0890732387776	7.13182134307584	24.2135002856305	32.677125698545	18.7634631989734
SEMA3B	6.25748199876459	9.0668049290832	14.2636426861517	11.6583519893777	14.4163789846522	10.4241462216519
MBTPS2	184.595718963555	231.707237076571	248.594915387215	229.579854560052	190.296202597409	149.065290969622
PRICKLE3	242.998884285358	236.744350926061	223.12412487623	192.811205978169	233.545339551366	241.840192342324
LTF	0	0	0	0	0.961091932310148	4.16965848866076
EXTL3	0	0	0	0	0	0
NR1H4	0	0	3.05649486131822	0	0	0
ELOVL5	157.479963635575	179.321253041868	237.387767562381	127.345075576279	131.66959472649	104.241462216519
ALOX5	0	0	0	0	0	0
KDM5D	0	0	2.03766324087881	0	0	0
CALCOCO1	78.2185249845573	89.6606265209339	32.602611854061	87.8860380737701	70.1597110586408	84.4355843953804
UBR7	788.442731844338	807.953061458303	1120.71478248335	912.041844092083	877.476934199165	825.59238075483
MAP4K5	0	0	0	0	0	0
EHD3	8.34330933168611	10.0742276989813	10.1883162043941	16.1423335237537	17.2996547815827	20.8482924433038
PSMC4	214.840215290917	224.655277687284	312.781307474898	191.914409671294	189.335110665099	176.168071145917
MAN2B2	186.681546296477	143.054033325535	139.579932000199	109.409149438775	107.642296418737	127.174583904153
